NAVIA LOGISTICS PTY LTD,AQUAAIR FREIGHT SERVICES LTD,OCEANBRIDGE SHIPPING LTD.,NAVCAM353000,AUMEL,NZAKL,NZAKL,"
XYPEX AUSTRALIA
REF: W-52167

CLUB TRADING & DISTRIBUTION
REF: W-52168

HAFELE AUCKLAND NZ
REF: W-52222

COMCATER
REF: W-52277","1 X PALLETS STC XYPEX WATERPROOFING PRODUCTS
APHU7330000 / 1200.00KGS / 1.875M3

1 X PLT STC NANDOS PERINAISE SAUCE
CAIU9680338 / 800.00kgs / 2.122m3

7 X PACKAGES STC FITTINGS
CAIU9680338 / 555.00KGS / 2.124M3

6 X PACKAGES STC ICE MAKER
CAIU9680338 / 474.00KGS / 2.322M3

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",3029,KG,8.443,M3,APHU7330000,ML-AU0567299,CFS/CFS,45G0,15,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,AQUAAIR FREIGHT SERVICES LTD,OCEANBRIDGE SHIPPING LTD.,NAVCAM353000,AUMEL,NZAKL,NZAKL,"
XYPEX AUSTRALIA
REF: W-52167

CLUB TRADING & DISTRIBUTION
REF: W-52168

HAFELE AUCKLAND NZ
REF: W-52222

COMCATER
REF: W-52277","1 X PALLETS STC XYPEX WATERPROOFING PRODUCTS
APHU7330000 / 1200.00KGS / 1.875M3

1 X PLT STC NANDOS PERINAISE SAUCE
CAIU9680338 / 800.00kgs / 2.122m3

7 X PACKAGES STC FITTINGS
CAIU9680338 / 555.00KGS / 2.124M3

6 X PACKAGES STC ICE MAKER
CAIU9680338 / 474.00KGS / 2.322M3

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",3029,KG,8.443,M3,CAIU9680338,ML-AU0567300,CFS/CFS,45G0,15,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,AQUAAIR FREIGHT SERVICES LTD,OCEANBRIDGE SHIPPING LTD.,NAVCAM353000,AUMEL,NZAKL,NZAKL,"
XYPEX AUSTRALIA
REF: W-52167

CLUB TRADING & DISTRIBUTION
REF: W-52168

HAFELE AUCKLAND NZ
REF: W-52222

COMCATER
REF: W-52277","1 X PALLETS STC XYPEX WATERPROOFING PRODUCTS
APHU7330000 / 1200.00KGS / 1.875M3

1 X PLT STC NANDOS PERINAISE SAUCE
CAIU9680338 / 800.00kgs / 2.122m3

7 X PACKAGES STC FITTINGS
CAIU9680338 / 555.00KGS / 2.124M3

6 X PACKAGES STC ICE MAKER
CAIU9680338 / 474.00KGS / 2.322M3

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",3029,KG,8.443,M3,TGHU6297470,ML-AU0567307,CFS/CFS,45G0,15,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,AQUAAIR FREIGHT SERVICES LTD,OCEANBRIDGE SHIPPING LTD.,NAVMEL347112,AUMEL,NZAKL,NZAKL,"
MAGGIE BEER
REF: W51742

HAFELE
REF: W51674

HARON INTERNATIONAL
REF: W51767


COMCATER
REF: W51676","4 PLT STC 1280 CTNS FRUIT PASTE
1573 KG, 4.214 M3

2 PKG STC FITTINGS
626 KG,  1.778 M3

3 PLT STC CISTERN REPAIR VALVES AND
PLASTIC ACCESS PANELS
565 KG,  6.624 M3

4 PKG STC ICE MAKERS
286 KG,  1.404 M3

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",3050,KG,14.02,M3,CMAU5516144,ML-AU0567315,CFS/CFS,45G0,13,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,AQUAAIR FREIGHT SERVICES LTD,OCEANBRIDGE SHIPPING LTD.,NAVMEL347112,AUMEL,NZAKL,NZAKL,"
MAGGIE BEER
REF: W51742

HAFELE
REF: W51674

HARON INTERNATIONAL
REF: W51767


COMCATER
REF: W51676","4 PLT STC 1280 CTNS FRUIT PASTE
1573 KG, 4.214 M3

2 PKG STC FITTINGS
626 KG,  1.778 M3

3 PLT STC CISTERN REPAIR VALVES AND
PLASTIC ACCESS PANELS
565 KG,  6.624 M3

4 PKG STC ICE MAKERS
286 KG,  1.404 M3

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",3050,KG,14.02,M3,GESU6744452,ML-AU0567322,CFS/CFS,45G0,13,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,AQUAAIR FREIGHT SERVICES LTD,OCEANBRIDGE SHIPPING LTD.,NAVMEL347112,AUMEL,NZAKL,NZAKL,"
MAGGIE BEER
REF: W51742

HAFELE
REF: W51674

HARON INTERNATIONAL
REF: W51767


COMCATER
REF: W51676","4 PLT STC 1280 CTNS FRUIT PASTE
1573 KG, 4.214 M3

2 PKG STC FITTINGS
626 KG,  1.778 M3

3 PLT STC CISTERN REPAIR VALVES AND
PLASTIC ACCESS PANELS
565 KG,  6.624 M3

4 PKG STC ICE MAKERS
286 KG,  1.404 M3

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",3050,KG,14.02,M3,TEMU6596947,ML-AU0567313,CFS/CFS,45G0,13,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,AQUAAIR FREIGHT SERVICES LTD,OCEANBRIDGE SHIPPING LTD.,NAVMEL352427,AUMEL,NZAKL,NZAKL,"
MERITOR CVA
REF: W-52092

PRIME MNFG
REF: W-52133","1 X SKID STC COMMERCIAL TRUCK PARTS
714.00KGS / 0.737M3

1 X PALLET STC BOLT SETS
193.00KGS / 0.246M3

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",907,KG,0.983,M3,APHU7401830,ML-AU0567156,CFS/CFS,45G0,2,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,AQUAAIR FREIGHT SERVICES LTD,OCEANBRIDGE SHIPPING LTD.,NAVMEL352427,AUMEL,NZAKL,NZAKL,"
MERITOR CVA
REF: W-52092

PRIME MNFG
REF: W-52133","1 X SKID STC COMMERCIAL TRUCK PARTS
714.00KGS / 0.737M3

1 X PALLET STC BOLT SETS
193.00KGS / 0.246M3

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",907,KG,0.983,M3,GESU6181030,ML-AU0567161,CFS/CFS,45G0,2,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,AQUAAIR FREIGHT SERVICES LTD,OCEANBRIDGE SHIPPING LTD.,NAVMEL352427,AUMEL,NZAKL,NZAKL,"
MERITOR CVA
REF: W-52092

PRIME MNFG
REF: W-52133","1 X SKID STC COMMERCIAL TRUCK PARTS
714.00KGS / 0.737M3

1 X PALLET STC BOLT SETS
193.00KGS / 0.246M3

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",907,KG,0.983,M3,TCNU5157214,ML-AU0567162,CFS/CFS,45G0,2,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
CHARTER LINK LOGISTICS LTD,AQUAGEAR AUSTRALIA,CONSOL ALLIANCE  AUSTRALIA PTY LTD,GSYD1612041901,HKHKG,AUSYD,AUSYD,AQUAGEAR1~10/10,,70.5,KG,0.671,M3,BSIU9348340,T456120,CFS/CFS,42G1,10,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,AQUAGEAR AUSTRALIA,CONSOL ALLIANCE  AUSTRALIA PTY LTD,GSYD1612041901,HKHKG,AUSYD,AUSYD,AQUAGEAR1~10/10,,70.5,KG,0.671,M3,TCNU8716002,T456134,CFS/CFS,42G1,10,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
,AQUAHYDREX PTY LTD,MGL LOGISTICS PTY LTD,DRS40543499,DEDRS,AUSYD,AUSYD,,,14,KG,0.114,M3,,,,,2,PKG,CFR,MGL LOGISTICS PTY LTD,MGL LOGISTICS PTY LTD
,AQUILA CORDE ARMONICHE,,NAVMEL349493,AUMEL,ITMXP,ITMXP,,,330,KG,0.936,M3,,,,,1,PKG,CFR,,
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ARAN AUSTRALIA,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160403684A,CNSHA,AUBNE,AUBNE,WUXIHLF,,2430,KG,1.2,M3,CRLU1377176,HLD2489181,CFS/CFS,45R1,8,CAS,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
,ARCHITECTURAL GLASS & CLADDING,NAVIA LOGISTICS PTY LTD,,BEANR,AUBNE,AUBNE,,,15608,KG,54,M3,TCLU7089235,259767,CY/CY,45U1,14,CAS,CFR,,NAVIA LOGISTICS PTY LTD
,ARCHITECTURAL GLASS & CLADDING,,SNSL16110554,CNSZX,AUSYD,AUSYD,KX16110248,,730,KG,9.9,M3,OOLU3661887,,,,1,CAS,CFR,,
,ARCHITECTURAL GLASS & CLADDING,,SNSL16110554,CNSZX,AUSYD,AUSYD,KX16110248,,730,KG,9.9,M3,OOLU8581526,,,,1,CAS,CFR,,
,ARCHITECTURAL GLASS & CLADDING,,SNSL16110554,CNSZX,AUSYD,AUSYD,KX16110248,,730,KG,9.9,M3,TCNU5947456,,,,1,CAS,CFR,,
,ARCHITECTURAL GLASS & CLADDING,,SNSL16110554,CNSZX,AUSYD,AUSYD,KX16110248,,730,KG,9.9,M3,OOLU9308711,OOLEFK6102,CFS/CFS,45G0,1,CAS,CFR,,
PENANSHIN SHIPPING PTE LTD,ARCHITECTURAL GLASS & CLADDING,CONSOL ALLIANCE  AUSTRALIA PTY LTD,162000000000,SGSIN,AUSYD,AUSYD,"ARCHITECTURAL GLASS
& CLADDING PTY LTD
AUSTRALIA
4380030",STC. LAMINATED GLASS DOORS,338.19,KG,0.583,M3,UACU3612162,5679332,CFS/CFS,22G0,1,CAS,FOB,TRANSPORT FREIGHT SOLUTIONS,CONSOL ALLIANCE  AUSTRALIA PTY LTD
PENANSHIN SHIPPING PTE LTD,ARCHITECTURAL GLASS & CLADDING,CONSOL ALLIANCE  AUSTRALIA PTY LTD,162000000000,SGSIN,AUSYD,AUSYD,"ARCHITECTURAL GLASS
& CLADDING PTY LTD
AUSTRALIA
4380030",STC. LAMINATED GLASS DOORS,338.19,KG,0.583,M3,FCIU9047143,5674105,CFS/CFS,45G0,1,CAS,FOB,TRANSPORT FREIGHT SOLUTIONS,CONSOL ALLIANCE  AUSTRALIA PTY LTD
,ARCHITECTURAL GLASS & CLADDING,NAVIA LOGISTICS PTY LTD,SML16110072,CNSHA,AUBNE,AUBNE,N/M,,42546,KG,49.12,M3,CBHU1948131,CB255691,CY/CY,42G1,44,CRT,FOB,,NAVIA LOGISTICS PTY LTD
,ARCHITECTURAL GLASS & CLADDING,NAVIA LOGISTICS PTY LTD,SML16110072,CNSHA,AUBNE,AUBNE,N/M,,42546,KG,49.12,M3,CCLU4861930,CB157346,CY/CY,42G1,44,CRT,FOB,,NAVIA LOGISTICS PTY LTD
CHARTER LINK LOGISTICS LTD,ARCHITECTURAL GLASS & CLADDING,CONSOL ALLIANCE  AUSTRALIA PTY LTD,SML16110225,HKHKG,AUSYD,AUSYD,"GNT GLASS CO.,LTD",,661.5,KG,3.59,M3,APHU6343620,F6463088,CFS/CFS,45G0,1,CAS,FOB,TRANSPORT FREIGHT SOLUTIONS,CONSOL ALLIANCE  AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,ARCHITECTURAL GLASS & CLADDING,CONSOL ALLIANCE  AUSTRALIA PTY LTD,SML16110225,HKHKG,AUSYD,AUSYD,"GNT GLASS CO.,LTD",,661.5,KG,3.59,M3,TEMU6595391,F6463023,CFS/CFS,45G0,1,CAS,FOB,TRANSPORT FREIGHT SOLUTIONS,CONSOL ALLIANCE  AUSTRALIA PTY LTD
,ARCHITECTURAL GLASS & CLADDING,NAVIA LOGISTICS PTY LTD,SML16120196,HKHKG,AUSYD,AUSYD,,,575,KG,0,M3,,,,,2,PKG,FOB,TRANSPORT FREIGHT SOLUTIONS,NAVIA LOGISTICS PTY LTD
,ARCO MAX PTY LTD,NAVIA LOGISTICS PTY LTD,,KRPUS,AUSYD,AUSYD,N/M,,26310,KG,52.009,M3,CLHU4420180,F5631654,CY/CY,42G1,215,PKG,CFR,,NAVIA LOGISTICS PTY LTD
PACIFIC STAR EXPRESS CORPORATION,ARENA EXPRESS PRY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,BRI1611643,TWKHH,AUBNE,AUBNE,"AREN
BRISBANE
P/NO 1 - 5
MADE IN TAIWAN",,995,KG,6.21,M3,OOLU9546746,OOLEBQ1149,CFS/CFS,42G1,5,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,AREZ SALAME,CONSOL ALLIANCE  AUSTRALIA PTY LTD,GZHL16FB236,HKHKG,AUSYD,AUSYD,WS 1,,180,KG,3.45,M3,CBHU8551233,2570552,CFS/CFS,42G1,1,PCE,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,AREZ SALAME,CONSOL ALLIANCE  AUSTRALIA PTY LTD,GZHL16FB236,HKHKG,AUSYD,AUSYD,WS 1,,180,KG,3.45,M3,FCIU9128543,2570569,CFS/CFS,42G1,1,PCE,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ARGO ARCHITECTS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160379975A,CNSHA,AUBNE,AUBNE,N/M,,140,KG,0.66,M3,RWLU8268758,DWX2970,CFS/CFS,22G0,1,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
,ARISTOCRAT TECHNOLOGIES AUSTRALIA PTY LTD,AK UNICARGO INTERNATIONAL PTY LTD,PBC1611111,KRICN,AUSYD,AUSYD,,,2109,KG,21.78,M3,,,,,15,PKG,CFR,,AK UNICARGO INTERNATIONAL PTY LTD
,ARISTOCRAT TECHNOLOGIES AUSTRALIA PTY LTD,AK UNICARGO INTERNATIONAL PTY LTD,PBC1611112,KRICN,AUSYD,AUSYD,,,2095,KG,21.78,M3,,,,,15,PKG,CFR,PNL GLOBAL LOGISTICS,AK UNICARGO INTERNATIONAL PTY LTD
,ARISTOCRAT TECHNOLOGIES AUSTRALIA PTY LTD,AK UNICARGO INTERNATIONAL PTY LTD,PBC1611113,KRICN,AUSYD,AUSYD,,,2105,KG,21.78,M3,,,,,15,PKG,CFR,AK UNICARGO INTERNATIONAL PTY LTD,AK UNICARGO INTERNATIONAL PTY LTD
,ARK PARTS PTY,SALT GLOBAL LOGISTICS PTY LTD,HCCUAE00451,INCCU,AUMEL,AUMEL,,20PCS TRACTOR PARTS AND ACCESSORIES DISC ROTOR/ CASTING & CAST ARTICLES OF IRON,960,KG,0,M3,,,,,5,PKG,FOB,ECLIPSE COURIERS,SALT GLOBAL LOGISTICS PTY LTD
,ARMOR AUSTRALIA PTY LTD,NNR GLOBAL LOGISTICS AUSTRALIA PTY LTD,MK10003639,MYKUL,AUSYD,AUSYD,,,558,KG,0,M3,,,,,1,PKG,CFR,,NNR GLOBAL LOGISTICS AUSTRALIA PTY LTD
,ARMOR AUSTRALIA PTY LTD,NNR GLOBAL LOGISTICS AUSTRALIA PTY LTD,MK10003644,MYKUL,AUSYD,AUSYD,,,403,KG,2.396,M3,,,,,2,PKG,CFR,SOLE TRADER,NNR GLOBAL LOGISTICS AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ARNOLD & CO,CONSOL ALLIANCE  AUSTRALIA PTY LTD,160394049,CNSHK,AUSYD,AUSYD,"ARNOLD & CO
1/26-26-26
MADE IN CHINA","STC. PAPER BOX                 
WOODEN BOX",294.5,KG,1.182,M3,CCLU3477283,CA464718,CFS/CFS,22G0,26,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ARNOLD & CO,CONSOL ALLIANCE  AUSTRALIA PTY LTD,160394049,CNSHK,AUSYD,AUSYD,"ARNOLD & CO
1/26-26-26
MADE IN CHINA","STC. PAPER BOX                 
WOODEN BOX",294.5,KG,1.182,M3,CSLU6091280,CA701074,CFS/CFS,42G1,26,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,ARROW SALES PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,GSYD1611065108,HKHKG,AUSYD,AUSYD,"ARTICLE: BASIC
T-SHIRT
COLOR:
SIZE:
QUANTTIY:
C/NO:","STC. MEN'S 65% POLYESTER 35% COTTON 
KNITTED T-SHIRT",194,KG,0.73,M3,CXRU1507103,2570597,CFS/CFS,42G1,7,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,ARROW SALES PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,GSYD1611065108,HKHKG,AUSYD,AUSYD,"ARTICLE: BASIC
T-SHIRT
COLOR:
SIZE:
QUANTTIY:
C/NO:","STC. MEN'S 65% POLYESTER 35% COTTON 
KNITTED T-SHIRT",194,KG,0.73,M3,TCNU6334525,2570594,CFS/CFS,42G1,7,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,ARSHIDA PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,GR1612022,HKHKG,AUMEL,AUMEL,ARSHIDA,"STC. KIDS GLASSES                
GLASS BAGS
BOX
TOYS/PAPER TAG/BED SPREAD
CLOTHES
KIDS SHOES
SUNGLASSES
LIGHT
MATTRESS
SOLID WOOD BED
VERTICAL STEAMER IRON SERIES
PLASTIC MODELS OF HUMAN BODY/PERIWIG
SOLID WOOD FRAMES
SOLID WOOD COAT HANGER
SOLID WOOD MODEL BODY FRAMES FOR CHILDREN
SOLID WOOD FRAMES ACCESSORY
IRON FRAMES",961.11,KG,6.84,M3,TCNU7699662,F4536253,CFS/CFS,45G0,60,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ARTARMON TOOL,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160425501A,CNTAO,AUSYD,AUSYD,N/M,,2800,KG,6,M3,HASU1444578,H5131558,CFS/CFS,22G0,2,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ARWA ELSHAIB ENTERPRISES PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160361796A,CNSHA,AUADL,AUADL,N/M,"STC. PASTEURIZER             
MODEL : PAMA 60L WITH PRINTER",250,KG,1,M3,PCIU1037299,Y0710427,CFS/CFS,22G0,1,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00575700,NZAKL,AUMEL,AUMEL,,,9558,KG,12.81,M3,HASU1035440,,CY/CY,,1080,CTN,CPT,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00575700,NZAKL,AUMEL,AUMEL,,,9558,KG,12.81,M3,HASU1237014,H4041464,CY/CY,22G0,1080,CTN,CPT,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00575700,NZAKL,AUMEL,AUMEL,,,9558,KG,12.81,M3,HASU1425916,H4041410,CY/CY,22G0,1080,CTN,CPT,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00575700,NZAKL,AUMEL,AUMEL,,,9558,KG,12.81,M3,HASU1471043,821271,CY/CY,22G0,1080,CTN,CPT,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00575700,NZAKL,AUMEL,AUMEL,,,9558,KG,12.81,M3,SUDU7426403,821273,CY/CY,22G0,1080,CTN,CPT,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00575700,NZAKL,AUMEL,AUMEL,,,9558,KG,12.81,M3,SUDU7665136,H4041470,CY/CY,22G0,1080,CTN,CPT,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00575700,NZAKL,AUMEL,AUMEL,,,9558,KG,12.81,M3,SUDU7792932,821272,CY/CY,22G0,1080,CTN,CPT,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00575700,NZAKL,AUMEL,AUMEL,,,9558,KG,12.81,M3,SUDU7827915,H4041465,CY/CY,22G0,1080,CTN,CPT,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00575700,NZAKL,AUMEL,AUMEL,,,9558,KG,12.81,M3,HASU4531845,852435,CY/CY,45G0,1080,CTN,CPT,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00575700,NZAKL,AUMEL,AUMEL,,,9558,KG,12.81,M3,HASU4894305,852445,CY/CY,45G0,1080,CTN,CPT,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00575700,NZAKL,AUMEL,AUMEL,,,9558,KG,12.81,M3,HASU4920596,852440,CY/CY,45G0,1080,CTN,CPT,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,CNIU1208066,821322,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,CNIU1222418,H4041561,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,GLDU3898168,H4041492,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,HASU1135286,821326,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,HASU1207494,821329,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU1930593,821330,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU1973553,821314,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU7356190,821321,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU7424632,821316,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU7546501,821323,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU7590021,821327,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU7590675,821328,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU7629083,821324,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU7667078,821315,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU7697067,821325,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU7781178,821319,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU7813104,821318,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
